"entity","brand","updated_week_ending_date","forecast_channel","productline","producttype","productvariant","productform","shipment_sales","shipment_units","pos_sales","pos_units"
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART CA","Lip Balm","Lip Repair","Cherry","Stick",1410.68,462,1577.48,226
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART CA","Lip Balm","Lip Repair","Cooling","Stick",3297.68,1080,4600.32,599
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART US","Body Cream","Working Hands","Original Lotion","Pump",57850.65,6435,37956.74,2535
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART US","Foot Cream","Healthy Feet","Night Treatment","Tube",23901.6,4330,21422.58,2405
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART US","Foot Cream","Healthy Feet","Original","Jar",83386.08,18210,84601.8,10672
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART US","Foot Cream","Healthy Feet","Original","Tube",30438,6675,37475.4,4706
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART US","Foot Cream","Healthy Feet","Pain Relieving","Tube",3624.6,420,4547.49,320
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART US","Hand Cream","Working Hands","Night Treatment","Tube",89562,16225,51776.23,5769
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART US","Hand Cream","Working Hands","Original","Jar",194402.88,35604,144721.62,15027
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART US","Hand Cream","Working Hands","Original","Tube",252269,45475,171895.82,18182
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART US","Lip Balm","Lip Repair","Cooling","Stick",78436.8,18720,44885.85,6903
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"ACE HARDWARE","Body Cream","Working Hands","Original Lotion","Pump",5403,600,18.99,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"ACE HARDWARE","Foot Cream","Healthy Feet","Night Treatment","Tube",584,100,247.79,21
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"ACE HARDWARE","Foot Cream","Healthy Feet","Original","Jar",5554.5,1050,4346.71,386
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"ACE HARDWARE","Foot Cream","Healthy Feet","Original","Tube",4840.35,915,2365.84,214
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"ACE HARDWARE","Foot Cream","Healthy Feet","Pain Relieving","Tube",400.92,39,29.99,2
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"ACE HARDWARE","Hand Cream","Working Hands","Night Treatment","Tube",1547.6,265,574,48
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"ACE HARDWARE","Hand Cream","Working Hands","Original","Jar",20360.1,3562,13066.19,1121
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"ACE HARDWARE","Hand Cream","Working Hands","Original","Mixed Pack",111978.72,441,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"ACE HARDWARE","Hand Cream","Working Hands","Original","Tube",16981.8,3300,10502.96,982
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"ACE HARDWARE","Lip Balm","Lip Repair","Cooling","Stick",3502.8,1260,2215.65,404
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"ACE HARDWARE","Lip Balm","Lip Repair","Night Treatment","Jar",71,20,94.88,13
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"ACE HARDWARE","Lip Balm","Lip Repair","SPF","Stick",894.6,252,1112.9,171
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"ACE HARDWARE","Lip Balm","Lip Repair","Unscented","Stick",6805.44,2448,2666.16,468
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON CA","Body Cream","Skin Repair","Eczema Relief","Tube",1291.68,108,915.47,43
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON CA","Foot Cream","Healthy Feet","Intense Renewal","Tube",511.2,80,355.42,24
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON CA","Foot Cream","Healthy Feet","Original","Jar",6844.8,1104,8193.87,718
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON CA","Foot Cream","Healthy Feet","Original","Tube",1942.72,236,1961.34,138
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON CA","Foot Mask","Healthy Feet","Sock","Pouch",911.68,296,299.1,30
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON CA","Hand Cream","Working Hands","Night Treatment","Tube",4207.16,439,4574.15,350
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON CA","Hand Cream","Working Hands","Original","Jar",32116.8,4560,9163.73,673
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON CA","Hand Cream","Working Hands","Original","Tube",20781.12,3240,8907.46,733
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON CA","Lip Balm","Lip Repair","Aloe","Stick",1603.8,540,1177.02,159
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON CA","Lip Balm","Lip Repair","Cherry","Stick",962.28,324,135.8,3
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON CA","Lip Balm","Lip Repair","Cooling","Stick",19347.06,3492,5427.1,462
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON CA","Lip Balm","Lip Repair","Unscented","Stick",1140.48,384,854.93,107
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON CA","Multiple","Product","Combo","Mixed Pack",3575.2,248,138.69,3
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Body Cream","Skin Repair","Original","Pump",2793,194,17558.85,826
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Body Cream","Working Hands","Original Lotion","Pump",59192.64,6000,20668.8,1204
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Foot Cream","Healthy Feet","Intense Renewal","Tube",9504.8,1870,10808.01,920
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Foot Cream","Healthy Feet","Night Treatment","Tube",30527.52,2640,12012.51,541
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Foot Cream","Healthy Feet","Original","Jar",144006.72,18960,76036.6,6212
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Foot Cream","Healthy Feet","Original","Tube",59180.02,8150,15864.48,1530
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Foot Cream","Healthy Feet","Original Balm","Stick",6400,640,3463.47,234
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Foot Cream","Healthy Feet","Pain Relieving","Tube",1091.13,111,645.31,41
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Foot Mask","Healthy Feet","Sock","Pouch",9815.04,864,2009.35,94
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Hand Cream","Product","Combo","Tube",81768.96,6912,8950.32,486
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Hand Cream","Working Hands","Combo","Tube",51125.76,2304,11695.23,345
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Hand Cream","Working Hands","Intense Renewal","Tube",8207.04,1356,7429.97,685
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Hand Cream","Working Hands","Night Treatment","Tube",62190.72,4896,25187.28,1174
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Hand Cream","Working Hands","Original","Jar",199536.44,22008,95902.4,7179
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Hand Cream","Working Hands","Original","Tube",73499.33,6898,87635.5,5967
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Hand Cream","Working Hands","Pain Relieving","Tube",289.8,28,343.92,21
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Lip Balm","Lip Repair","Cherry","Stick",77350.92,12788,9902.85,966
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Lip Balm","Lip Repair","Combo","Stick",1438.56,144,7149.22,531
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Lip Balm","Lip Repair","Cooling","Stick",39152.64,7824,17423.39,1915
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Lip Balm","Lip Repair","Night Treatment","Jar",1379.88,252,24055.41,2685
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Lip Balm","Lip Repair","SPF","Stick",790.08,96,9403.24,568
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Lip Balm","Lip Repair","Unscented","Stick",34870.08,5328,15114.61,1161
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Multiple","Product","Combo","Jar",526.5,50,5529.77,329
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"AMAZON US","Multiple","Product","Combo","Mixed Pack",15826.14,762,12819.44,516
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"CANADIAN TIRE","Foot Cream","Healthy Feet","Original","Jar",7345.08,1458,3045.46,254
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"CANADIAN TIRE","Foot Cream","Healthy Feet","Original","Tube",235.08,36,8.98,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"CANADIAN TIRE","Hand Cream","Working Hands","Night Treatment","Tube",234.9,30,433.72,47
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"CANADIAN TIRE","Hand Cream","Working Hands","Original","Jar",36991.8,7380,8061.27,665
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"CANADIAN TIRE","Hand Cream","Working Hands","Original","Tube",24543.88,2452,3848.03,237
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"CANADIAN TIRE","Lip Balm","Lip Repair","Aloe","Stick",385.56,108,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"CANADIAN TIRE","Lip Balm","Lip Repair","Cooling","Stick",235.62,66,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"CANADIAN TIRE","Lip Balm","Lip Repair","Unscented","Stick",278.46,78,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"CANADIAN TIRE","Multiple","Product","Combo","Mixed Pack",70.2,6,122.93,5
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"DOLLAR GENERAL","Hand Cream","Working Hands","Original","Tube",6285.75,1275,21016.94,2660
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"DOLLAR GENERAL","Lip Balm","Lip Repair","Cooling","Stick",2936.64,1104,13856.19,3612
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"HOME DEPOT CA","Hand Cream","Working Hands","Original","Jar",2289,420,1119.55,118
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"HOME DEPOT CA","Hand Cream","Working Hands","Original","Tube",399.6,120,1498.95,188
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"HOME DEPOT CA","Lip Balm","Lip Repair","Aloe","Stick",57.06,18,86.28,12
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"HOME DEPOT CA","Lip Balm","Lip Repair","Unscented","Stick",1103.16,348,1159.96,168
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"HOME DEPOT US","Foot Cream","Healthy Feet","Intense Renewal","Tube",26.7,5,51.85,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"HOME DEPOT US","Foot Cream","Healthy Feet","Original","Jar",26.64,6,42.97,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"HOME DEPOT US","Hand Cream","Working Hands","Night Treatment","Tube",52.6,10,39.25,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"HOME DEPOT US","Hand Cream","Working Hands","Original","Jar",55.76,8,84.98,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"HOME DEPOT US","Lip Balm","Lip Repair","Unscented","Stick",15.36,6,22.93,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"KROGER","Foot Cream","Healthy Feet","Night Treatment","Tube",10775.6,1705,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"KROGER","Foot Cream","Healthy Feet","Original","Jar",5531.1,1074,2658.76,291
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"KROGER","Foot Cream","Healthy Feet","Pain Relieving","Tube",738.72,72,1500.39,87
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"KROGER","Hand Cream","Working Hands","Original","Jar",41993.1,8154,15805.79,1696
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"KROGER","Hand Cream","Working Hands","Original","Tube",79490.25,15435,20136.38,2174
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"KROGER","Lip Balm","Lip Repair","Unscented","Stick",23639.04,8208,6526.03,1262
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"MENARDS","Body Cream","Working Hands","Original Lotion","Pump",1643.4,165,NA,95
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"MENARDS","Foot Cream","Healthy Feet","Intense Renewal","Tube",451.5,75,565.44,76
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"MENARDS","Foot Cream","Healthy Feet","Night Treatment","Tube",722.4,120,570.72,82
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"MENARDS","Foot Cream","Healthy Feet","Original","Jar",6915.92,1096,3448.51,579
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"MENARDS","Foot Cream","Healthy Feet","Original","Tube",714,140,530.54,82
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"MENARDS","Hand Cream","Working Hands","Intense Renewal","Tube",1021.2,185,NA,113
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"MENARDS","Hand Cream","Working Hands","Night Treatment","Tube",1505,250,744.72,107
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"MENARDS","Hand Cream","Working Hands","Original","Jar",2982.4,320,12474.16,2085
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"MENARDS","Hand Cream","Working Hands","Original","Tube",4497.06,673,2590.05,315
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"MENARDS","Lip Balm","Lip Repair","Cherry","Stick",5216.64,1216,NA,480
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"TARGET","Foot Cream","Healthy Feet","Night Treatment","Tube",301,50,430,51
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"TARGET","Foot Cream","Healthy Feet","Original","Jar",9216.72,1836,14620,1836
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"TARGET","Foot Cream","Healthy Feet","Original","Tube",26781.7,5335,29360,3730
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"TARGET","Foot Cream","Healthy Feet","Pain Relieving","Tube",58.62,6,13,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"TARGET","Foot Mask","Healthy Feet","Sock","Pouch",272,80,127,16
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"TARGET","Hand Cream","Working Hands","Original","Jar",41160.92,7850,24967,3035
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"TARGET","Hand Cream","Working Hands","Original","Tube",116929.36,20812,86601,9834
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"TARGET","Lip Balm","Lip Repair","Cherry","Stick",7386.12,1110,4035,413
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALGREENS","Body Cream","Working Hands","Original Lotion","Pump",24671.25,2295,7396,382
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALGREENS","Foot Cream","Healthy Feet","Original","Jar",28805.82,5466,8855,934
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALGREENS","Hand Cream","Working Hands","Night Treatment","Tube",58169.28,9204,10305,1147
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALGREENS","Hand Cream","Working Hands","Original","Jar",80789.1,15330,15070,1919
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALGREENS","Hand Cream","Working Hands","Original","Tube",147859.8,25972,31243,3049
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALGREENS","Hand Cream","Working Hands","Pain Relieving","Tube",13160.48,1328,4414,234
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALGREENS","Lip Balm","Lip Repair","Cooling","Stick",49766.4,17280,15535,2326
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALGREENS","Lip Balm","Lip Repair","SPF","Stick",11149.2,2934,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART CA","Foot Cream","Healthy Feet","Intense Renewal","Tube",2208.49,310,777.26,59
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART CA","Foot Cream","Healthy Feet","Original","Jar",6391.55,1008,5480.93,430
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART CA","Foot Cream","Healthy Feet","Original","Tube",2435.32,384,2168.69,167
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART CA","Foot Mask","Healthy Feet","Sock","Pouch",2060.62,480,1176.46,118
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART CA","Hand Cream","Working Hands","Night Treatment","Tube",8325.35,1405,4972.26,356
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART CA","Hand Cream","Working Hands","Original","Jar",42252.83,6838,19332.73,1501
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART CA","Hand Cream","Working Hands","Original","Tube",34476.29,7370,16064.45,1703
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART CA","Lip Balm","Lip Repair","Aloe","Stick",2585.55,846,1786.88,256
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART CA","Lip Balm","Lip Repair","Cherry","Stick",1888.65,618,1287.46,185
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART CA","Lip Balm","Lip Repair","Cooling","Stick",6747.46,2208,4354.25,567
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART US","Body Cream","Working Hands","Original Lotion","Pump",105129.06,11694,38372.97,2563
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART US","Foot Cream","Healthy Feet","Night Treatment","Tube",32733.6,5930,21370.95,2393
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART US","Foot Cream","Healthy Feet","Original","Jar",177319.68,38688,88100.81,11109
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART US","Foot Cream","Healthy Feet","Original","Tube",58778.4,12890,37119.4,4667
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART US","Foot Cream","Healthy Feet","Pain Relieving","Tube",9449.85,1095,4362.39,312
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART US","Hand Cream","Working Hands","Night Treatment","Tube",180780,32750,53389.44,5951
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART US","Hand Cream","Working Hands","Original","Jar",432738.24,71798,151588.28,15656
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART US","Hand Cream","Working Hands","Original","Tube",494086.64,82069,181147.47,19020
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART US","Lip Balm","Lip Repair","Cherry","Stick",469.28,112,32.35,5
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART US","Lip Balm","Lip Repair","Cooling","Stick",135756,32400,45153.94,6938
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"ACE HARDWARE","Body Cream","Working Hands","Original Lotion","Pump",3785.52,387,185.44,11
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"ACE HARDWARE","Foot Cream","Healthy Feet","Night Treatment","Tube",233.6,40,198.61,17
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"ACE HARDWARE","Foot Cream","Healthy Feet","Original","Jar",2824.86,534,4845.18,436
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"ACE HARDWARE","Foot Cream","Healthy Feet","Original","Tube",767.05,145,2583.79,228
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"ACE HARDWARE","Hand Cream","Working Hands","Night Treatment","Tube",730,125,646.33,56
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"ACE HARDWARE","Hand Cream","Working Hands","Original","Jar",10833,1748,17658.81,1519
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"ACE HARDWARE","Hand Cream","Working Hands","Original","Tube",11641.24,2524,15022.84,1398
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"ACE HARDWARE","Lip Balm","Lip Repair","Cooling","Stick",800.64,288,2894.74,524
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"ACE HARDWARE","Lip Balm","Lip Repair","Night Treatment","Jar",53.25,15,194.7,26
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"ACE HARDWARE","Lip Balm","Lip Repair","SPF","Stick",383.4,108,1219.29,185
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"ACE HARDWARE","Lip Balm","Lip Repair","Unscented","Stick",2301.84,828,4009.75,710
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"AMAZON US","Body Cream","Skin Repair","Original","Pump",692,40,17824.6,842
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"AMAZON US","Hand Cream","Working Hands","Combo","Tube",13509.76,608,13305.66,422
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"AMAZON US","Hand Cream","Working Hands","Original","Jar",18144,1800,190162.51,18750
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"DOLLAR GENERAL","Hand Cream","Working Hands","Original","Tube",8356.35,1695,29311.78,3724
