"entity","brand","updated_week_ending_date","forecast_channel","productline","producttype","productvariant","productform","shipment_sales","shipment_units","pos_sales","pos_units"
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"WALGREENS","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-01-05,"WALGREENS","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALGREENS","Foot Cream","Healthy Feet","Night Treatment","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"WALGREENS","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-01-05,"WALGREENS","Foot Cream","Healthy Feet","Exfoliating","RSC",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALGREENS","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART CA","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART CA","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-01-19,"WALMART CA","Multiple","Product","Combo","Mixed Pack",NA,NA,1007.26,107
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART US","Hand Soap","Working Hands","Unscented","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"WALMART US","Hand Cream","Working Hands","Original","Pump",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART US","Hand Cream","Working Hands","Original","Pump",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"WALMART US","Foot Cream","Healthy Feet","Intense Renewal","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-17,"WALMART US","Lip Balm","Lip Repair","Cherry","Stick",NA,NA,6.94,-1
"The Gorilla Glue Company LLC","OKeeffes",2024-12-01,"WALMART US","Foot Cream","Product","Combo","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-01-05,"WALMART US","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-12-29,"WALMART US","Lip Balm","Lip Repair","Cherry","Stick",NA,NA,36.5,9
"The Gorilla Glue Company LLC","OKeeffes",2024-12-01,"HOME DEPOT US","Foot Cream","Healthy Feet","Original","Tube",NA,NA,67.62,2
"The Gorilla Glue Company LLC","OKeeffes",2025-01-19,"HOME DEPOT US","Body Cream","Skin Repair","Original","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"HOME DEPOT US","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-03-30,"HOME DEPOT US","Lip Balm","Lip Repair","Cooling","Stick",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-03-30,"HOME DEPOT US","Hand Soap","Working Hands","Unscented","Pump",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-05-25,"HOME DEPOT US","Foot Cream","Healthy Feet","Intense Renewal","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-03-16,"HOME DEPOT US","Foot Cream","Healthy Feet","Intense Renewal","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-05-04,"HOME DEPOT US","Body Cream","Skin Repair","Original","Pump",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-04-13,"AMAZON US","Lip Balm","Lip Repair","Cherry","Stick",NA,NA,7505.51,703
"The Gorilla Glue Company LLC","OKeeffes",2025-05-04,"AMAZON US","Lip Balm","Lip Repair","Unscented","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-03-30,"AMAZON US","Lip Balm","Lip Repair","Cherry","Stick",NA,NA,8409.23,831
"The Gorilla Glue Company LLC","OKeeffes",2025-04-20,"AMAZON US","Body Cream","Skin Repair","Original","Tube",NA,NA,25.98,2
"The Gorilla Glue Company LLC","OKeeffes",2025-04-27,"AMAZON US","Hand Cream","Working Hands","Combo","Mixed Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-18,"AMAZON US","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,18572.47,916
"The Gorilla Glue Company LLC","OKeeffes",2025-05-18,"AMAZON US","Hand Cream","Working Hands","Combo","Mixed Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-25,"AMAZON US","Multiple","Product","Combo","Jar",NA,NA,2762.02,142
"The Gorilla Glue Company LLC","OKeeffes",2024-09-08,"TARGET","Lip Balm","Lip Repair","Seal & Heal","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-09-15,"TARGET","Lip Balm","Lip Repair","Cooling","Stick",NA,NA,6,1
"The Gorilla Glue Company LLC","OKeeffes",2024-08-25,"TARGET","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-09-15,"TARGET","Lip Balm","Lip Repair","SPF","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-09-29,"TARGET","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,2330,257
"The Gorilla Glue Company LLC","OKeeffes",2024-10-13,"TARGET","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"TARGET","Hand Cream","Working Hands","Hand Sanitizer","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-10,"TARGET","Multiple","Product","Combo","Mixed Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"TARGET","Body Cream","Skin Repair","Original","Pump",NA,NA,-11,-1
"The Gorilla Glue Company LLC","OKeeffes",2024-10-13,"TARGET","Hand Cream","Working Hands","Hand Sanitizer","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-12-29,"TARGET","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-03-02,"TARGET","Lip Balm","Lip Repair","Night Treatment","Jar",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-12-22,"TARGET","Lip Balm","Lip Repair","Night Treatment","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-25,"MENARDS","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-04-13,"MENARDS","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-18,"MENARDS","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-25,"MENARDS","Multiple","Product","Combo","Mixed Pack",NA,NA,349.65,35
"The Gorilla Glue Company LLC","OKeeffes",2025-04-20,"MENARDS","Lip Balm","Lip Repair","Cooling","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-04,"MENARDS","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-09-08,"MENARDS","Body Cream","Skin Repair","Eczema Relief","Tube",NA,NA,22.94,2
"The Gorilla Glue Company LLC","OKeeffes",2024-09-29,"MENARDS","Hand Soap","Working Hands","Orange","Pump",NA,NA,NA,0
"The Gorilla Glue Company LLC","OKeeffes",2024-11-17,"MENARDS","Body Cream","Skin Repair","Original","Tube",NA,NA,447.44,56
"The Gorilla Glue Company LLC","OKeeffes",2024-12-15,"MENARDS","Multiple","Product","Combo","Mixed Pack",NA,NA,33086.88,3312
"The Gorilla Glue Company LLC","OKeeffes",2025-01-05,"MENARDS","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-01-19,"MENARDS","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-10-06,"MENARDS","Multiple","Product","Combo","Mixed Pack",NA,NA,749.25,75
"The Gorilla Glue Company LLC","OKeeffes",2024-11-17,"MENARDS","Hand Cream","Working Hands","Original","Jar",NA,NA,12771.78,2129
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"MENARDS","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,1002.24,144
"The Gorilla Glue Company LLC","OKeeffes",2025-01-19,"MENARDS","Body Cream","Skin Repair","Original","Tube",NA,NA,63.92,8
"The Gorilla Glue Company LLC","OKeeffes",2025-05-11,"TARGET","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-09-08,"TRACTOR SUPPLY","Hand Cream","Working Hands","Original","Jar",NA,NA,6.84,2
"The Gorilla Glue Company LLC","OKeeffes",2025-05-11,"TARGET","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-03-16,"TRACTOR SUPPLY","Foot Cream","Healthy Feet","Original","Jar",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-08-04,"TRACTOR SUPPLY","Foot Cream","Healthy Feet","Original","Jar",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-04-06,"TRACTOR SUPPLY","Lip Balm","Lip Repair","Cooling","Stick",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"TRACTOR SUPPLY","Hand Cream","Working Hands","Original","Jar",NA,NA,1,1
"The Gorilla Glue Company LLC","OKeeffes",2024-09-29,"TRACTOR SUPPLY","Hand Cream","Working Hands","Original","Jar",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-05-11,"TRACTOR SUPPLY","Foot Cream","Healthy Feet","Original","Jar",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-06-23,"TRACTOR SUPPLY","Hand Cream","Working Hands","Original","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-02-09,"TRACTOR SUPPLY","Hand Cream","Working Hands","Original","Jar",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-03-30,"AMAZON CA","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,4660.39,284
"The Gorilla Glue Company LLC","OKeeffes",2024-12-08,"CANADIAN TIRE","Hand Cream","Working Hands","Original","Tube",NA,NA,11068.8,730
"The Gorilla Glue Company LLC","OKeeffes",2024-12-22,"CANADIAN TIRE","Multiple","Product","Combo","Tube",NA,NA,NA,0
"The Gorilla Glue Company LLC","OKeeffes",2024-12-15,"CANADIAN TIRE","Hand Soap","Working Hands","Unscented","Pump",NA,NA,96.88,16
"The Gorilla Glue Company LLC","OKeeffes",2025-03-02,"CANADIAN TIRE","Lip Balm","Lip Repair","Combo","Mixed Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-12-22,"CANADIAN TIRE","Hand Cream","Working Hands","Combo","Mixed Pack",NA,NA,NA,0
"The Gorilla Glue Company LLC","OKeeffes",2025-04-06,"CANADIAN TIRE","Multiple","Product","Combo","Tube",NA,NA,NA,0
"The Gorilla Glue Company LLC","OKeeffes",2025-04-06,"CANADIAN TIRE","Lip Balm","Lip Repair","Aloe","Stick",NA,NA,919.25,115
"The Gorilla Glue Company LLC","OKeeffes",2024-06-23,"AMAZON US","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,457.71,27
"The Gorilla Glue Company LLC","OKeeffes",2025-03-23,"ACE HARDWARE","Foot Cream","Healthy Feet","Night Treatment","Tube",NA,NA,208.31,17
"The Gorilla Glue Company LLC","OKeeffes",2025-03-30,"ACE HARDWARE","Lip Balm","Lip Repair","Seal & Heal","Stick",NA,NA,26.98,2
"The Gorilla Glue Company LLC","OKeeffes",2025-06-08,"ACE HARDWARE","Body Cream","Skin Repair","Original","Tube",NA,NA,116.28,13
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"AMAZON CA","Hand Cream","Working Hands","Combo","Tube",NA,NA,95.88,12
"The Gorilla Glue Company LLC","OKeeffes",2025-05-11,"ACE HARDWARE","Body Cream","Skin Repair","Original","Pump",NA,NA,457.02,26
"The Gorilla Glue Company LLC","OKeeffes",2024-09-08,"AMAZON CA","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,407.49,51
"The Gorilla Glue Company LLC","OKeeffes",2024-12-01,"AMAZON CA","Multiple","Product","Combo","Mixed Pack",NA,NA,143.13,3
"The Gorilla Glue Company LLC","OKeeffes",2024-12-15,"AMAZON CA","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,6528.71,319
"The Gorilla Glue Company LLC","OKeeffes",2024-09-15,"AMAZON US","Hand Soap","Working Hands","Orange","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-10-06,"AMAZON US","Hand Cream","Product","Combo","Tube",NA,NA,3069.34,166
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"AMAZON US","Lip Balm","Lip Repair","Unscented","Tube",NA,NA,51.98,2
"The Gorilla Glue Company LLC","OKeeffes",2024-09-29,"AMAZON US","Hand Soap","Working Hands","Unscented","Bottle",NA,NA,23.99,1
"The Gorilla Glue Company LLC","OKeeffes",2024-10-06,"AMAZON US","Lip Balm","Lip Repair","Cooling","Tube",NA,NA,259.78,36
"The Gorilla Glue Company LLC","OKeeffes",2024-10-20,"AMAZON US","Hand Cream","Working Hands","Combo","Tube",NA,NA,7672.98,254
"The Gorilla Glue Company LLC","OKeeffes",2024-11-03,"AMAZON US","Lip Balm","Lip Repair","Seal & Heal","Stick",NA,NA,1359.92,126
"The Gorilla Glue Company LLC","OKeeffes",2024-12-01,"AMAZON US","Lip Balm","Lip Repair","Seal & Heal","Stick",NA,NA,118.8,11
"The Gorilla Glue Company LLC","OKeeffes",2024-12-01,"AMAZON US","Body Cream","Skin Repair","Original","Tube",NA,NA,518.19,47
"The Gorilla Glue Company LLC","OKeeffes",2024-11-17,"AMAZON US","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,22551.83,1952
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"AMAZON US","Hand Cream","Working Hands","Pain Relieving","Tube",NA,NA,415.04,26
"The Gorilla Glue Company LLC","OKeeffes",2024-12-08,"AMAZON US","Foot Mask","Healthy Feet","Sock","Pouch",NA,NA,7228.41,387
"The Gorilla Glue Company LLC","OKeeffes",2024-12-22,"AMAZON US","Lip Balm","Lip Repair","Cooling","Tube",NA,NA,1945.44,56
"The Gorilla Glue Company LLC","OKeeffes",2024-12-22,"AMAZON US","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,82.56,5
"The Gorilla Glue Company LLC","OKeeffes",2025-01-05,"AMAZON US","Hand Soap","Working Hands","Unscented","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-10-06,"ACE HARDWARE","Lip Balm","Lip Repair","SPF","Stick",NA,NA,904.36,138
"The Gorilla Glue Company LLC","OKeeffes",2024-08-04,"ACE HARDWARE","Body Cream","Working Hands","Original Lotion","Pump",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"ACE HARDWARE","Foot Cream","Healthy Feet","Pain Relieving","Tube",NA,NA,68.24,4
"The Gorilla Glue Company LLC","OKeeffes",2024-08-04,"ACE HARDWARE","Hand Cream","Working Hands","Original","Mixed Pack",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-10-06,"ACE HARDWARE","Lip Balm","Lip Repair","Seal & Heal","Stick",NA,NA,12.99,1
"The Gorilla Glue Company LLC","OKeeffes",2024-11-24,"ACE HARDWARE","Body Cream","Skin Repair","Original","Tube",NA,NA,380.71,51
"The Gorilla Glue Company LLC","OKeeffes",2025-01-05,"ACE HARDWARE","Lip Balm","Lip Repair","SPF","Stick",NA,NA,969.73,144
"The Gorilla Glue Company LLC","OKeeffes",2024-09-08,"ACE HARDWARE","Body Cream","Working Hands","Original Lotion","Pump",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-12-15,"ACE HARDWARE","Hand Cream","Working Hands","Original","Mixed Pack",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-03-02,"ACE HARDWARE","Foot Cream","Healthy Feet","Pain Relieving","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-11-17,"ACE HARDWARE","Foot Cream","Healthy Feet","Night Treatment","Tube",NA,NA,151.22,13
"The Gorilla Glue Company LLC","OKeeffes",2024-12-01,"ACE HARDWARE","Body Cream","Skin Repair","Eczema Relief","Tube",NA,NA,12.99,1
"The Gorilla Glue Company LLC","OKeeffes",2024-12-01,"ACE HARDWARE","Lip Balm","Lip Repair","Seal & Heal","Stick",NA,NA,13.49,1
"The Gorilla Glue Company LLC","OKeeffes",2025-03-02,"ACE HARDWARE","Body Cream","Skin Repair","Eczema Relief","Tube",NA,NA,30.98,2
"The Gorilla Glue Company LLC","OKeeffes",2024-07-21,"AMAZON US","Hand Soap","Working Hands","Unscented","Pump",NA,NA,145.48,6
"The Gorilla Glue Company LLC","OKeeffes",2024-07-21,"AMAZON US","Hand Cream","Working Hands","Combo","Mixed Pack",NA,NA,16.99,1
"The Gorilla Glue Company LLC","OKeeffes",2024-08-04,"AMAZON US","Body Cream","Working Hands","Original Lotion","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"AMAZON US","Multiple","Product","Combo","Jar",NA,NA,3659.2,250
"The Gorilla Glue Company LLC","OKeeffes",2025-05-25,"KROGER","Foot Cream","Healthy Feet","Pain Relieving","Tube",NA,NA,1502.67,87
"The Gorilla Glue Company LLC","OKeeffes",2024-10-06,"HOME DEPOT CA","Hand Cream","Working Hands","Original","Jar",NA,NA,918.9,93
"The Gorilla Glue Company LLC","OKeeffes",2025-01-05,"HOME DEPOT CA","Foot Cream","Healthy Feet","Original","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-03-23,"HOME DEPOT CA","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,683.41,99
"The Gorilla Glue Company LLC","OKeeffes",2025-03-30,"HOME DEPOT CA","Lip Balm","Lip Repair","Aloe","Stick",NA,NA,44.76,6
"The Gorilla Glue Company LLC","OKeeffes",2025-02-02,"HOME DEPOT CA","Lip Balm","Lip Repair","Cooling","Stick",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-09-01,"HOME DEPOT CA","Multiple","Product","Combo","Mixed Pack",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2024-10-20,"HOME DEPOT CA","Hand Cream","Working Hands","Original","Tube",NA,NA,1243.31,133
"The Gorilla Glue Company LLC","OKeeffes",2025-05-11,"HOME DEPOT CA","Multiple","Product","Combo","Mixed Pack",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-04-20,"HOME DEPOT CA","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,721.48,104
"The Gorilla Glue Company LLC","OKeeffes",2025-01-19,"AMAZON US","Foot Cream","Healthy Feet","Night Treatment","Tube",NA,NA,17821.55,839
"The Gorilla Glue Company LLC","OKeeffes",2025-02-02,"AMAZON US","Foot Cream","Healthy Feet","Original Balm","Stick",NA,NA,5860.99,405
"The Gorilla Glue Company LLC","OKeeffes",2025-02-23,"AMAZON US","Lip Balm","Lip Repair","Seal & Heal","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-03-02,"AMAZON US","Hand Cream","Working Hands","Original","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-02-16,"AMAZON US","Foot Cream","Healthy Feet","Night Treatment","Tube",NA,NA,10991.72,526
"The Gorilla Glue Company LLC","OKeeffes",2025-03-02,"AMAZON US","Foot Cream","Healthy Feet","Combo","Mixed Pack",NA,NA,1978.43,107
"The Gorilla Glue Company LLC","OKeeffes",2025-03-09,"AMAZON US","Hand Soap","Working Hands","Unscented","Bottle",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-04-20,"WALMART CA","Body Cream","Skin Repair","Eczema Relief","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-04-27,"WALMART CA","Lip Balm","Lip Repair","Cherry","Stick",NA,NA,1549.56,222
"The Gorilla Glue Company LLC","OKeeffes",2025-04-20,"WALMART CA","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,5504.18,394
"The Gorilla Glue Company LLC","OKeeffes",2025-05-11,"WALMART CA","Body Cream","Skin Repair","Original","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-18,"WALMART CA","Multiple","Product","Combo","Mixed Pack",NA,NA,89.82,6
"The Gorilla Glue Company LLC","OKeeffes",2024-07-14,"WALMART US","Hand Cream","Working Hands","Original","Mixed Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-11,"WALMART CA","Lip Balm","Lip Repair","Night Treatment","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-07-21,"WALMART US","Body Cream","Working Hands","Original Lotion","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-07-28,"WALMART US","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-04-06,"WALGREENS","Body Cream","Skin Repair","Original","Pump",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-25,"WALGREENS","Lip Balm","Lip Repair","Unscented","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-08-25,"WALMART CA","Body Cream","Skin Repair","Eczema Relief","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-06-23,"WALMART CA","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-05-04,"WALGREENS","Foot Cream","Healthy Feet","Original","Tube",NA,NA,11,2
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"WALMART CA","Lip Balm","Lip Repair","Night Treatment","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-09-01,"WALMART CA","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,2067.56,148
"The Gorilla Glue Company LLC","OKeeffes",2024-10-13,"WALMART CA","Body Cream","Skin Repair","Eczema Relief","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-08-11,"WALMART CA","Lip Balm","Lip Repair","Aloe","Stick",NA,NA,1214.52,174
"The Gorilla Glue Company LLC","OKeeffes",2024-06-30,"CANADIAN TIRE","Hand Cream","Working Hands","Original","Tube",NA,NA,1132.23,87
"The Gorilla Glue Company LLC","OKeeffes",2024-09-15,"CANADIAN TIRE","Lip Balm","Lip Repair","Combo","Mixed Pack",NA,NA,NA,0
"The Gorilla Glue Company LLC","OKeeffes",2024-09-08,"CANADIAN TIRE","Hand Cream","Working Hands","Combo","Mixed Pack",NA,NA,NA,0
"The Gorilla Glue Company LLC","OKeeffes",2024-12-29,"DOLLAR GENERAL","Foot Cream","Healthy Feet","Original","Tube",NA,NA,489.88,65
"The Gorilla Glue Company LLC","OKeeffes",2024-11-17,"DOLLAR GENERAL","Hand Cream","Working Hands","Original","Tube",NA,NA,25034.19,3166
"The Gorilla Glue Company LLC","OKeeffes",2025-06-15,"DOLLAR GENERAL","Hand Cream","Working Hands","Night Treatment","Tube",NA,NA,310.19,72
"The Gorilla Glue Company LLC","OKeeffes",2024-11-17,"KROGER","Hand Cream","Working Hands","Original","Tube",NA,NA,20208.3,2182
"The Gorilla Glue Company LLC","OKeeffes",2024-10-27,"DOLLAR GENERAL","Foot Cream","Healthy Feet","Original","Jar",NA,NA,13065.11,1614
"The Gorilla Glue Company LLC","OKeeffes",2025-04-06,"DOLLAR GENERAL","Multiple","Product","Combo","Giftbox",NA,NA,10.33,35
"The Gorilla Glue Company LLC","OKeeffes",2025-05-04,"DOLLAR GENERAL","Foot Mask","Healthy Feet","Sock","Pouch",NA,NA,137.42,30
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"KROGER","Foot Cream","Healthy Feet","Original","Tube",NA,NA,5275.39,501
"The Gorilla Glue Company LLC","OKeeffes",2025-02-23,"KROGER","Body Cream","Skin Repair","Eczema Relief","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-05-11,"WALMART US","Multiple","Product","Combo","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-05-11,"WALMART US","Body Cream","Skin Repair","Original","Pump",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-04-20,"WALMART US","Hand Soap","Working Hands","Lavender","Bottle",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-04-20,"WALMART US","Lip Balm","Lip Repair","Combo","Stick",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-05-04,"WALMART US","Body Cream","Skin Repair","Original","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-05-25,"WALMART US","Body Cream","Skin Repair","Original","Tube",NA,NA,4,1
"The Gorilla Glue Company LLC","OKeeffes",2025-06-15,"WALMART US","Body Cream","Skin Repair","Original","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-06-08,"WALMART US","Hand Soap","Working Hands","Peppermint","Bottle",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-03-02,"WALMART US","Lip Balm","Lip Repair","Cherry","Stick",NA,NA,35.44,9
"The Gorilla Glue Company LLC","OKeeffes",2025-01-26,"WALMART US","Hand Soap","Working Hands","Peppermint","Bottle",NA,NA,4.74,1
"The Gorilla Glue Company LLC","OKeeffes",2025-02-02,"WALMART US","Foot Cream","Product","Combo","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-03-23,"WALMART US","Lip Balm","Lip Repair","Combo","Stick",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-03-30,"WALMART US","Hand Soap","Working Hands","Lavender","Bottle",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-03-23,"WALMART US","Lip Balm","Lip Repair","Unscented","Tube",NA,NA,NA,NA
"The Gorilla Glue Company LLC","OKeeffes",2025-04-06,"WALMART US","Foot Cream","Healthy Feet","Intense Renewal","Tube",NA,NA,37.83,9
"The Gorilla Glue Company LLC","OKeeffes",2024-07-28,"TARGET","Multiple","Product","Combo","Mixed Pack",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-07-07,"TARGET","Lip Balm","Lip Repair","Seal & Heal","Stick",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-07-21,"TARGET","Hand Cream","Working Hands","Cuticle Repair","Jar",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2024-08-18,"TARGET","Hand Cream","Working Hands","Hand Sanitizer","Tube",NA,NA,0,0
"The Gorilla Glue Company LLC","OKeeffes",2025-06-15,"AMAZON US","Hand Soap","Working Hands","Unscented","Pump",NA,NA,0,0
